category,name,developer,description,image,tag,rating,rating_count,install_count
Collaboration,Mural Embedded,42nd,Mural Embedded makes it super easy to share murals across your organization.,https://dapulse-res.cloudinary.com/image/upload/v1677577300/monday-apps-marketplace/Mural%20Embedded/app-icon_8.png,,,,101
Collaboration,Task Roulette,Devdevils,Task Roulette easily assign tasks and more. Use the Wheel of Fortune to randomly pick a team member.,https://dapulse-res.cloudinary.com/image/upload/v1677073736/monday-apps-marketplace/Task%20Roulette/logo-RA-192px-tr.png,,,,399
Collaboration,Checklist for monday,Okapya Software Solutions,"Create lists of tasks and complete them. Ideal for ToDo lists, Quality Assurance or Agile processes!",https://dapulse-res.cloudinary.com/image/upload/v1676388453/monday-apps-marketplace/Checklist%20for%20monday/Check-Monday-_transparent.png,,,,3.1K
Collaboration,Team Battleship,Kulaone,A team building game that combines the strategy of BattleShip game with the goals of your team board,https://dapulse-res.cloudinary.com/image/upload/v1675688423/monday-apps-marketplace/Team%20Battleship/Cap192.jpg,,,,154
Collaboration,Out-menu,Jetpack Apps,Easily create Quick links to any web page from your monday.com menu,https://dapulse-res.cloudinary.com/image/upload/v1674662224/monday-apps-marketplace/Out-Menu/Group_1261150959.png,,,,624
Collaboration,Mirror Magic: Numbers,Monday Man LLC,Give visibility to mirror columns without giving access to the rest of the connected board.,https://dapulse-res.cloudinary.com/image/upload/v1674135988/monday-apps-marketplace/Mirror%20Magic/Mirror_Magic_Icon.png,,,,417
Collaboration,Icons,Kolaai,Automatically assign icons to your items based on custom automations and integrations,https://dapulse-res.cloudinary.com/image/upload/v1673795375/monday-apps-marketplace/Icons/iconLogo.png,,,,58
Collaboration,Canto,"Canto, Inc.",Get projects done faster by bringing your Canto library directly into monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1673282696/monday-apps-marketplace/Canto/icon-192x192.png,,,,101
Collaboration,Workday Maestro,Jackal Software,Workday Maestro calculates working days between dates for countries and locales around the world.,https://dapulse-res.cloudinary.com/image/upload/v1672671908/monday-apps-marketplace/Workday%20Maestro/workdaymaestroicon_192.png,,,,82
Collaboration,AGI - AI Virtual Assistant,AGAT Software Development LTD,Captures Meeting Highlights to increase productivity and efficiency in your meetings.,https://dapulse-res.cloudinary.com/image/upload/v1670517742/monday-apps-marketplace/AGI%20-%20AI%20Virtual%20Assistant/Virtual_Assistant_Logo_192x192.png,,,,191
Collaboration,HubDay.io,OBO,The smartest way to manage your HubSpot Marketing Data in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1670335398/monday-apps-marketplace/Hubday.io/HubDayLogo.png,,,,106
Collaboration,Google Chat Integration,Keem Apps,Connect monday.com to Google Chat,https://dapulse-res.cloudinary.com/image/upload/v1669565358/monday-apps-marketplace/Google%20Chat%20Integration/Untitled_192_192px.png,,,,1.5K
Collaboration,Hourly Planner,g-company,g-company’s custom calendar takes monday.com’s calendar view to the next level.,https://dapulse-res.cloudinary.com/image/upload/v1668443684/monday-apps-marketplace/Custom%20Calendar/app_icon_192x192.png,,,,1.7K
Collaboration,Update Magic #1,Monday Man LLC,A Magical UPDATES Toolbox - The ultimate collection update power-ups to make your updates... magic!,https://dapulse-res.cloudinary.com/image/upload/v1667837676/monday-apps-marketplace/Update%20Magic%201/Update_Magic_Icon.png,,,,1K
Collaboration,Async Poker,Do Async,"Planning Poker for estimating your backlog in an async way for collocated, distributed, remote teams",https://dapulse-res.cloudinary.com/image/upload/v1666375042/monday-apps-marketplace/Async%20Planning%20Poker/logo-192x192.png,,,,231
Collaboration,Timeline to Date,b-lab,Automatically synchronize Timeline and Date column,https://dapulse-res.cloudinary.com/image/upload/v1665892777/monday-apps-marketplace/Timeline%20to%20Date%20%28b-lab%29/DTT_icon_192x192.png,,,,313
Collaboration,Google Sheets Embedder,Presago,Add Google Sheets spreadsheets anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664559138/monday-apps-marketplace/Google%20Sheets%20Embedder%20%28Presago%29/logo.png,,,,9.2K
Collaboration,Google Slides Embedder,Presago,Add Google Slides presentations anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664558191/monday-apps-marketplace/Google%20Slides%20Embedder%20%28Presago%29/icon.png,,,,1.1K
Collaboration,Microsoft Visio Embedder,Presago,Add Microsoft Visio charts and diagrams anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664557125/monday-apps-marketplace/Microsoft%20Visio%20Embedder%20%28Presago%29/icona.png,,,,940
Collaboration,Visme,Visme,"Design presentations, documents, & more, and embed them into your monday.com boards & docs",https://dapulse-res.cloudinary.com/image/upload/v1662651370/monday-apps-marketplace/Visme/App_ICons.png,,,,697
Collaboration,VideoNotes,Moveo Group,VideoNotes enables your team to collaborate on your board videos in a new and efficient way.,https://dapulse-res.cloudinary.com/image/upload/v1661788442/monday-apps-marketplace/VideoNotes/icon_6.png,,,,485
Collaboration,Time in Status,SaaSJet,This app helps track Time in Status for your monday tasks in a convenient way.,https://dapulse-res.cloudinary.com/image/upload/v1664462867/monday-apps-marketplace/Time%20in%20Status/v2/Logo.png,,,,1.6K
Collaboration,Zoho Workplace Embedded,David Simpson Apps,"Embed documents, spreadsheets, presentations, folders & calendars from Zoho Workplace",https://dapulse-res.cloudinary.com/image/upload/v1661699314/monday-apps-marketplace/Zoho%20Workplace%20Embedded/zoho-workplace-app-icon-blue.png,,,,428
Collaboration,The Giving Block,The Giving Block,Subscribe to The Giving Block to accept crypto donations and get it in your monday.com board.,https://dapulse-res.cloudinary.com/image/upload/v1661175544/monday-apps-marketplace/The%20Giving%20Block/App_icon_1_2.png,,,,76
Collaboration,Trello Embedder,Presago,Add Trello boards anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233350/monday-apps-marketplace/Trello%20Embedder/icona.png,,,,2.2K
Collaboration,Microsoft Stream Embedder,Presago,Add Microsoft Stream videos anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233707/monday-apps-marketplace/Microsoft%20Stream%20Embedder/icona_1.png,,,,153
Collaboration,Mermaid Charts and Diagrams,weweave UG (limited liability),"Easily embed different kind of charts and diagrams to your boards, items and workdocs!",https://dapulse-res.cloudinary.com/image/upload/v1659352410/monday-apps-marketplace/Mermaid%20Charts%20and%20Diagrams/Icon-192.png,,,,1.1K
Collaboration,Toolkit,Kolaai,Easy copy and paste into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1658072439/monday-apps-marketplace/ToolKit/Toolkit_-Icon.png,,,,581
Collaboration,HubSpot Forms Embedded,David Simpson Apps,Effortlessly embed HubSpot Forms in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1656950687/monday-apps-marketplace/Hubspot%20Forms%20Embedded/hubspot-forms-app-icon-blue.png,,,,377
Collaboration,Mermaid Diagrams Embedded,David Simpson Apps,"Embed Mermaid charts and diagrams within your monday.com boards, item views, dashboards & workdocs.",https://dapulse-res.cloudinary.com/image/upload/v1653843608/monday-apps-marketplace/Mermaid%20Diagrams/mermaid-app-icon-blue.png,,,,634
Collaboration,Apple Keynote Embedded,Collabsoft,Bring your Keynote presentations to monday.com and view and edit your slides without leaving monday!,https://dapulse-res.cloudinary.com/image/upload/v1658235413/monday-apps-marketplace/Apple%20Keynote%20Embedded/Apple_Keynote_Embedded_-_Logo_Export.png,,,,408
Collaboration,GitHub Gists Embedded,David Simpson Apps,Enhance your monday.com account with source code directly from GitHub Gists Embedded!,https://dapulse-res.cloudinary.com/image/upload/v1651161025/monday-apps-marketplace/Github%20Gists/logo.svg.png,,,,403
Collaboration,Figma Designs,42nd,Figma Designs makes it super easy to share Figma files across your organization.,https://dapulse-res.cloudinary.com/image/upload/v1655898204/monday-apps-marketplace/Figma%20Designs/v2/app-icon_5.png,,,,811
Collaboration,Standup,Serandibsoft,Host asynchronous recurring Standup meetings in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1650534966/monday-apps-marketplace/Standup/icon_2.png,,,,541
Collaboration,Praises,Serandibsoft,Celebrate & recognize great work within your organization.,https://dapulse-res.cloudinary.com/image/upload/v1649607344/monday-apps-marketplace/Praises/icon_1.png,,,,665
Collaboration,Gliffy by Perforce,Perforce Software,Create everything from technical diagrams to flowcharts — all without ever leaving monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1637595214/monday-apps-marketplace/Gliffy/icon-gliffy-monday.png,,,,1.1K
Collaboration,MediaValet,MediaValet,Attach MediaValet assets to your boards & upload assets directly to MediaValet from within monday.com,https://dapulse-res.cloudinary.com/image/upload/v1635160338/monday-apps-marketplace/MediaValet/MV-Logo-Icon-192x192_1.png,,,,370
Collaboration,Growstars,Growstars - Ashi Harel,"Growstars automates your employee referral campaigns, create positions, post, manage & keep track!",https://dapulse-res.cloudinary.com/image/upload/v1632402502/monday-apps-marketplace/Growstars/App_Icon_Template_1.jpg,,,,336
Collaboration,Esti - Estimation Helper,Moveo HLS LTD,"Esti seeks similar items across your workspaces, giving you information for task time estimation",https://dapulse-res.cloudinary.com/image/upload/v1630506571/monday-apps-marketplace/esti/esti_Logo_1.jpg,,,,918
Collaboration,Time Reporting Solution,Omnitas Consulting AB,"Get rid of 3rd party services or integrations, manage time reporting within your monday.com account",https://dapulse-res.cloudinary.com/image/upload/v1626258917/monday-apps-marketplace/Time%20Reporting%20Solutions/OTRS_App_Icon_192_1.png,,,,2.9K
Collaboration,CatchApp Bookings,CatchApp,"CatchApp Bookings is an intuitive scheduling tool made for professionals, to save time.",https://dapulse-res.cloudinary.com/image/upload/v1625149643/monday-apps-marketplace/Catchapp%20Bookings/Monday-CatchAppIcon_192px_1.png,,,,1.2K
Collaboration,Team View,Serandibsoft,"Manage workload & resources of your team with capacity limits, workload graphs & people cards.",https://dapulse-res.cloudinary.com/image/upload/v1624355369/monday-apps-marketplace/Team%20View/Team_View_Icon_-_192x192.png,,,,7.2K
Collaboration,Planning Poker,ADF TECH,"Estimate time & effort in a fun way with Planning Poker, also called Scrum Poker by Agile Teams.",https://dapulse-res.cloudinary.com/image/upload/v1623075341/monday-apps-marketplace/Planning%20Poker/Planning_Poker_-_Icon.png,,,,373
Collaboration,Conversations,Omnitas Consulting AB,Collect & show updates from all linked items in one place with Conversations App for monday.com,https://dapulse-res.cloudinary.com/image/upload/v1618384261/monday-apps-marketplace/Conversations/Conversations_-_logo.png,,,,1.4K
Collaboration,Round Robin Assignments,Excellent Team,The app let you select a team. When a new item is created the next person is picked from this team.,https://dapulse-res.cloudinary.com/image/upload/v1613040843/monday-apps-marketplace/Round%20Robin%20Assignments/Round_Robin_Assignments_logo.png,,,,349
Collaboration,Sprint View,Deviniti Sp. z o.o.,Sprint View is an extension of monday.com designed for scrum project management.,https://dapulse-res.cloudinary.com/image/upload/v1609431338/monday-apps-marketplace/Sprint%20App/Sprint_App_Icon_Template.png,,,,2.3K
Collaboration,Live Collab,Aparak,"Live collaborative app for sprint planning on monday. Think of it as a Google docs, plus planning poker in one app. Oh! Also, there is a timer that is synced among your teammates!",https://dapulse-res.cloudinary.com/image/upload/v1615818270/monday-apps-marketplace/LiveCollab/app-icon-logo-only.png,,,,2.1K
Collaboration,Appgami Retrospectives,Appgami,Versatile app for agile teams run engaging and fun retrospectives right inside monday.com,https://dapulse-res.cloudinary.com/image/upload/v1606666443/monday-apps-marketplace/Appgami%20Retrospectives/Icon_1.png,,,,661
Collaboration,Priority Cards,Polished Geek,Visualize and prioritize Items on your board as fun and flexible mini-cards,https://dapulse-res.cloudinary.com/image/upload/v1606228703/monday-apps-marketplace/Priority%20Cards/priority_cards_icon_192x192_1.png,,,,3.9K
Collaboration,Timely,Serandibsoft,Track your teammates on different time zones.,https://dapulse-res.cloudinary.com/image/upload/v1603628051/monday-apps-marketplace/Timely/timely-icon.png,,,,3.1K
Reporting & Analytics,Dashboard Hub for monday.com,Appfire,Create and share reporting dashboards with custom charts and formulas.,https://dapulse-res.cloudinary.com/image/upload/v1696150712/monday-apps-marketplace/Dashboard%20Hub/v2/Dashboard_Hub_logo.png,Editor's choice,,,1.6K
Reporting & Analytics,Board Reports Automations,Fantasy Media LTD,Automated daily & weekly reports via notifications & email,https://dapulse-res.cloudinary.com/image/upload/v1694533502/monday-apps-marketplace/Board%20Reports%20Automations/Icon_2_1.png,New,,,361
Reporting & Analytics,Retrospective Tools,SNG Technologies Ltd.,"Discover performance bottlenecks and analyse workflow in-depth with animations of project history, charts and statistics.",https://dapulse-res.cloudinary.com/image/upload/v1603645835/monday-apps-marketplace/Retrospective%20Tools/logo-192x192-trans.png,,,,2.4K
Reporting & Analytics,DashBoards,CarbonWeb,Trigger unlimited audible notifications and create dashboard carousels.,https://dapulse-res.cloudinary.com/image/upload/v1697023927/monday-apps-marketplace/Dashboards/DashBoards_App_Icon_Flatten_-_Rounded.png,New,5,12,33
Reporting & Analytics,CarbonRecruiting Suite,CarbonWeb,"Enhance your recruiting with customizable pipelines, client-facing dashboards, automation & more.",https://dapulse-res.cloudinary.com/image/upload/v1683042769/monday-apps-marketplace/CarbonRecruiting%20Suite/Recruiting_Suite_Icon.png,,5,7,119
Reporting & Analytics,Smart Spreadsheet for monday,Stiltsoft Europe OÜ,"Spreadsheets on monday.com: create, edit, import, and export using Excel-like features.",https://dapulse-res.cloudinary.com/image/upload/v1677574884/monday-apps-marketplace/Smart%20Spreadsheets/icon_192_2.png,Editor's choice,5,5,3.2K
Reporting & Analytics,monblip,Lanum Tecnologia,Integrate your boards with a chatbot platform to notify according to telephone columns on monday.com,https://dapulse-res.cloudinary.com/image/upload/v1681720913/monday-apps-marketplace/monblip/logo_monblip_192x192px_blackbg.png,,5,3,151
Reporting & Analytics,Eledo,HLS s.r.o.,"Create personalized PDF documents or fill in PDF forms with document automation service Eledo. Just build your template, everything else is automatic.",https://dapulse-res.cloudinary.com/image/upload/v1612277736/monday-apps-marketplace/Eledo/Eledo-mondayicon-image.png,,4.9,15,3.2K
Reporting & Analytics,docotive,RAYATT Australia Pty. Ltd.,"Generate your professional documents, agreements, brochures & reports from monday.com",https://dapulse-res.cloudinary.com/image/upload/v1647776093/monday-apps-marketplace/docotive/docotive-192X192_1.png,,4.7,6,1.8K
Reporting & Analytics,Agile Reports,ADF TECH,"Track project progress with multiple charts: burndown, burnup, velocity and cumulative flow diagram.",https://dapulse-res.cloudinary.com/image/upload/v1604517328/monday-apps-marketplace/Agile%20Reports/Agile_Reports_Icon.png,,4.7,3,5.9K
Reporting & Analytics,Tracket - Makes Time Work,Avisi Apps,The flexible time-tracking solution for monday.com. Easily log hours on existing items and subitems.,https://dapulse-res.cloudinary.com/image/upload/v1636039198/monday-apps-marketplace/Tracket/Tracket_Appicoon_Donkerblauw.png,,4.6,18,4.4K
Reporting & Analytics,Microsoft 365 Office Embedded,David Simpson Apps,"Embed Excel, Powerpoint & Word files, & Outlook Calendars from Microsoft 365, OneDrive & Sharepoint",https://dapulse-res.cloudinary.com/image/upload/v1656950416/monday-apps-marketplace/Microsoft-365/microsoft-365-app-icon-blue.png,Editor's choice,4.5,8,14.8K
Reporting & Analytics,Supermetrics,Supermetrics Oy,Supermetrics automatically pulls data from your marketing sources directly into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1658152087/monday-apps-marketplace/SuperMetrics/supermetrics-icon_192x192_1.png,,3.8,9,2.7K
Reporting & Analytics,Approvals,AppFox,Add a simple yet powerful approval process to your monday.com board,https://dapulse-res.cloudinary.com/image/upload/v1631181731/monday-apps-marketplace/Approvals/v2/Approvals_for_monday.com_Logo_V2.png,Editor's choice,3,6,11K
Reporting & Analytics,Item to PDF,SpicyTab,Generate PDFs from your Item Data,https://dapulse-res.cloudinary.com/image/upload/v1685560830/monday-apps-marketplace/Item%20to%20PDF/App-Icon_10.png,,3,3,2.4K
Reporting & Analytics,Google Apps Integration,miniOrange,"Complete Google Apps integration. Supports Google Sheets, Slides, Docs, Forms. View & Edit documents",https://dapulse-res.cloudinary.com/image/upload/v1674667759/monday-apps-marketplace/Google%20Apps%20Integration/Monday_Integrations.png,,2.7,3,2.8K
Reporting & Analytics,Cash Flow - Collection,Engini.ai LTD,Automate & manage invoice collection processes,https://dapulse-res.cloudinary.com/image/upload/v1636992133/monday-apps-marketplace/Cash%20Flow/Logo_192.png,,2.3,3,1.2K
Reporting & Analytics,Google Sheets Embedded,Collabsoft,Share your data and statistics from Google Sheets with the rest of your company in monday!,https://dapulse-res.cloudinary.com/image/upload/v1658234761/monday-apps-marketplace/Google%20Sheets%20Embedded/Google_Sheets_Embedded_-_Logo_Export.png,,1.8,6,18.8K
Reporting & Analytics,Coupler.io,"Railsware Products Studio, LLC",Connect all your marketing data for automated reports,https://dapulse-res.cloudinary.com/image/upload/v1698598556/monday-apps-marketplace/Coupler.io/2._App_icon.png,New,,,5
Reporting & Analytics,HTML Template,AppKnitters,Craft Views with HTML CSS & JavaScript | Embed anything,https://dapulse-res.cloudinary.com/image/upload/v1698139485/monday-apps-marketplace/HTML%20Template/HTML_TEMPLATE_Logo.png,New,,,12
Reporting & Analytics,Real Time Workflow Alerts,Fantasy Media LTD,Workflow alerts via notifications & email. Control work.,https://dapulse-res.cloudinary.com/image/upload/v1697378985/monday-apps-marketplace/Real%20Time%20Workflow%20Alerts/Icon_14.png,New,,,4
Reporting & Analytics,AI Copilot,ElasticDay,Elevate monday.com with AI Copilot automation and insights,https://dapulse-res.cloudinary.com/image/upload/v1696508959/monday-apps-marketplace/AI%20Copilot/App_Icon_marketplace.png,New,,,81
Reporting & Analytics,Google Forms Anywhere,Devdevils,Embed your Google Forms anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1695046631/monday-apps-marketplace/Google%20Forms%20Anywhere/logo-forms-192px.png,New,,,56
Reporting & Analytics,Google Forms by Appvibe,Appvibe,Embed Google Forms to your boards and items.,https://dapulse-res.cloudinary.com/image/upload/v1695042396/monday-apps-marketplace/Google%20Forms%20by%20Appvibe/gforms.png,New,,,52
Reporting & Analytics,Visual Charts,BaruzoTech Private Limited,Transform data into meaningful visuals with dynamic widget,https://dapulse-res.cloudinary.com/image/upload/v1695041899/monday-apps-marketplace/Visual%20Charts/icon_13.png,New,,,126
Reporting & Analytics,KoboToolbox,Kobo,Bring your KoboToolbox projects into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1693916538/monday-apps-marketplace/KoboToolbox/app-icon_1_3.png,New,,,33
Reporting & Analytics,7pace Timetracker for monday.com,Appfire,"Seamlessly integrated, professional time tracking. Record, manage and report without the extra work.",https://dapulse-res.cloudinary.com/image/upload/v1693395963/monday-apps-marketplace/7pace%20Timetracker/App_Icon_Template_1_3.png,Editor's choice,,,597
Reporting & Analytics,Text to Diagram,Devdevils,Quickly create diagrams and charts using simple text syntax,https://dapulse-res.cloudinary.com/image/upload/v1692517962/monday-apps-marketplace/Text%20to%20Diagram/logo-ttd-192px.png,,,,62
Reporting & Analytics,Geckoboard Embed,Canary Apps LLC,Seamlessly embed your Geckoboard dashboards on monday.com,https://dapulse-res.cloudinary.com/image/upload/v1690279498/monday-apps-marketplace/Geckoboard%20Embed/icon_12.png,,,,62
Reporting & Analytics,DocX Templater,LeanyLabs OÜ,Generate professional documents from your monday.com board.,https://dapulse-res.cloudinary.com/image/upload/v1689685101/monday-apps-marketplace/DocX%20Templater/App_Icon_1_3.png,,,,191
Reporting & Analytics,Luxie Tech for Clockify,Luxie Tech,Connect the monday.com to Clockify. Sync timesheets to for accurate invoicing and reporting.,https://dapulse-res.cloudinary.com/image/upload/v1689670216/monday-apps-marketplace/Luxie%20Tech%20for%20Clockify/Luxie_Tech_for_Clockify_Logo_192_192_px.png,,,,94
Reporting & Analytics,Spreadsheet Gorilla for monday.com,Spreadsheet Gorilla,"Create spreadsheets, export to Excel or CSV, use formulas across boards.",https://dapulse-res.cloudinary.com/image/upload/v1689177007/monday-apps-marketplace/Spreadsheet%20Gorilla/app_icon_192x192.png,,,,321
Reporting & Analytics,Clockwork Time Tracking & Timesheets,HeroCoders,See where your team’s time is going with effortless and accurate time tracking built into each item.,https://dapulse-res.cloudinary.com/image/upload/v1688043432/monday-apps-marketplace/Clockwork%20Time%20Tracking/Clockwork_Time_Tracking___Timesheets_for_monday.png,,,,788
Reporting & Analytics,Reports & Charts by AppVibe,Appvibe,Display reports and charts on your monday.com dashboards to see statistics of your boards.,https://dapulse-res.cloudinary.com/image/upload/v1694096038/monday-apps-marketplace/Reports%20and%20Charts%20-%20Bitband/V3/logo-without-text1.png,,,,235
Reporting & Analytics,TiMonE,Rego Consulting,Rego's TIMONE Timesheet app enables customers to use timesheets and provide insights on monday.com,https://dapulse-res.cloudinary.com/image/upload/v1687167592/monday-apps-marketplace/TiMonE/Timone-Assets_Icon.jpg,,,,115
Reporting & Analytics,Lucidchart for monday,Cedergold,"Use the popular Lucid charting solution inside monday.com, and always stay sync across your organization.",https://dapulse-res.cloudinary.com/image/upload/v1687164911/monday-apps-marketplace/Lucidchart%20for%20monday/logo_7.png,,,,537
Reporting & Analytics,Clawdia AI,Clawdia AI LTD,"Create, Analyze, and Manage Legal Contracts, Documents, Proposals and more - Seamlessly with Clawdia",https://dapulse-res.cloudinary.com/image/upload/v1686237670/monday-apps-marketplace/Clawdia%20AI/clawdia_icon.png,,,,239
Reporting & Analytics,Google Slides Integration,Appvibe,Add Google Slides to your monday.com board view or to individual items.,https://dapulse-res.cloudinary.com/image/upload/v1694097250/monday-apps-marketplace/Google%20Slides%20Integration/gslides.png,,,,99
Reporting & Analytics,LaTeX Math for Workdocs,Get Report LLC,Seamlessly include mathematical expressions and complex formulas in your Workdocs,https://dapulse-res.cloudinary.com/image/upload/v1685366854/monday-apps-marketplace/LaTeX%20Math%20for%20Workdocs/logo_6.png,,,,37
Reporting & Analytics,Google Sheets Integration,Appvibe,Add Google Sheets to your monday.com board view or to individual items.,https://dapulse-res.cloudinary.com/image/upload/v1694097415/monday-apps-marketplace/Google%20Slides%20Integration/gsheets.png,,,,434
Reporting & Analytics,Item+,RasilStar,Create professional documents from board item using smart report generator and custom report generator with full customize and export to docx and pdf and quick print.,https://dapulse-res.cloudinary.com/image/upload/v1684416444/monday-apps-marketplace/Item%20%2B/Group_4_1.png,,,,150
Reporting & Analytics,Tableau Connector by Alpha Serve,Alpha Serve,Connect monday.com to Tableau and build comprehensive reports in minutes for data-driven decisions.,https://dapulse-res.cloudinary.com/image/upload/v1681916740/monday-apps-marketplace/Tableau%20Connector%20-%20Alpha%20Serve/logo_192x192_2.png,,,,130
Reporting & Analytics,Smart Column,KPMG - Israel,"Smart column analyzes column data, filtered by categories of your choosing.",https://dapulse-res.cloudinary.com/image/upload/v1681660713/monday-apps-marketplace/Smart%20Column/iconArtboard_-192x192.png,,,,186
Reporting & Analytics,Klipfolio Embed,Apps Shark,Easily embed your Klipfolio klips to your board or dashboard widgets,https://dapulse-res.cloudinary.com/image/upload/v1680421260/monday-apps-marketplace/Klipfolio%20Embed/klipfolio_icon192.png,,,,32
Reporting & Analytics,Live Spreadsheets,Creativas,Keep your spreadsheets securely stored within your monday.com and enjoy collaborative editing!,https://dapulse-res.cloudinary.com/image/upload/v1679412689/monday-apps-marketplace/Live%20Spreadsheet/logo_192_spreadsheets.png,Editor's choice,,,1.7K
Reporting & Analytics,Google Translate for Workdocs,SpicyTab,Translate your Workdocs to any language with a click of a button!,https://dapulse-res.cloudinary.com/image/upload/v1678983719/monday-apps-marketplace/Google%20Translate%20for%20Workdocs/App-Icon_9.png,,,,364
Reporting & Analytics,Snowflake Integration,Express Integrations,Real time and scheduled data sync between monday.com and Snowflake,https://dapulse-res.cloudinary.com/image/upload/v1676899906/monday-apps-marketplace/Snowflake%20Integration/image_13_1.png,,,,41
Reporting & Analytics,Microsoft PowerBI Embed,Apps Shark,Easily embed your Microsoft Power BI reports to your board,https://dapulse-res.cloudinary.com/image/upload/v1677078194/monday-apps-marketplace/Microsoft%20PowerBI%20Embed/powerbi_logo.png,,,,206
Reporting & Analytics,eazyBI Reports and Charts,eazyBI,"Visualize and analyze monday.com boards with unlimited custom reports, charts & dashboards.",https://dapulse-res.cloudinary.com/image/upload/v1675682015/monday-apps-marketplace/eazyBI%20Reports%20and%20Charts/eazybi-logo-192.png,,,,727
Reporting & Analytics,Nanos AI,Nanocorp AG,"Create campaigns on Google, Facebook, and Instagram with Nanos patented AI technology.",https://dapulse-res.cloudinary.com/image/upload/v1673880759/monday-apps-marketplace/NANOS%20AI/monday_nanos_icon.png,,,,136
Reporting & Analytics,Icons,Kolaai,Automatically assign icons to your items based on custom automations and integrations,https://dapulse-res.cloudinary.com/image/upload/v1673795375/monday-apps-marketplace/Icons/iconLogo.png,,,,58
Reporting & Analytics,Copy Paste Master,b-lab,Copy & Combine data from multiple columns into one single one. Works with subitems as well!,https://dapulse-res.cloudinary.com/image/upload/v1673347510/monday-apps-marketplace/Copy%20Paste%20Master/Copy_Paste_Master_192x192-01.png,,,,497
Reporting & Analytics,Power BI Connector by Alpha Serve,Alpha Serve,Connect monday.com to Microsoft Power BI and create advanced monday.com reports!,https://dapulse-res.cloudinary.com/image/upload/v1668440586/monday-apps-marketplace/PowerBI%20connector%20-%20Alpha/logo_192x192.png,,,,1.4K
Reporting & Analytics,Rollup Subitems,Excellent Team,The Rollup Subitems app shows aggregated information from your subitems into the parent item column.,https://dapulse-res.cloudinary.com/image/upload/v1667733460/monday-apps-marketplace/Rollup%20Subitems/Rollup_SubItems_logo.png,,,,297
Reporting & Analytics,Looker Embedded,David Simpson Apps,"Effortlessly embed business intelligence Dashboards, Looks and Explores from Looker",https://dapulse-res.cloudinary.com/image/upload/v1661781680/monday-apps-marketplace/Looker%20Embedded/looker-app-icon-blue.png,,,,977
Reporting & Analytics,DonorSearch,DonorSearch,Enhance your fundraising goals by integrating DonorSearch’s premier prospect data into your CRM.,https://dapulse-res.cloudinary.com/image/upload/v1661263513/monday-apps-marketplace/DonorSearch/icon.jpg,,,,190
Reporting & Analytics,Google Forms Embedder,Presago,Add Google Forms anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233496/monday-apps-marketplace/Google%20Forms%20Embedder/icona_3.png,,,,2.4K
Reporting & Analytics,Microsoft Forms Embedder,Presago,Add Microsoft Forms anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233819/monday-apps-marketplace/Microsoft%20Forms%20Embedder/icona_2.png,,,,1.2K
Reporting & Analytics,Clockhound,"Herzum North America, Inc.",Clockhound: time-tracking and reporting. Enter hours and billing codes from item view or mobile.,https://dapulse-res.cloudinary.com/image/upload/v1659949681/monday-apps-marketplace/clockhound/APPICON_Mesa_de_trabajo_1.png,,,,381
Reporting & Analytics,Subitems Timetracking App,Cartagon AX Cloud S.L.,"Present the time spent on the subitems in time tracking columns, presenting as a percentage.",https://dapulse-res.cloudinary.com/image/upload/v1659341796/monday-apps-marketplace/Subitems%20Timetracking%20App/App_Icon_Template_2.png,,,,213
Reporting & Analytics,Genesys Cloud Connector,Protiviti Member Firm Peru S.A.C.,"Thanks to ""Genesys Cloud Connector by Protiviti"" integration, now, you are able to schedule callback",https://dapulse-res.cloudinary.com/image/upload/v1656861421/monday-apps-marketplace/Genesys%20Cloud/OP02.png,,,,127
Reporting & Analytics,Auto Connect,Omnitas Consulting AB,Auto Connect is automatically linking items across multiple boards.,https://dapulse-res.cloudinary.com/image/upload/v1653838221/monday-apps-marketplace/Auto%20Connect/icon192.png,,,,744
Reporting & Analytics,Google Slides Embedded,Collabsoft,Share your Google Slides presentations with the rest of your company in monday!,https://dapulse-res.cloudinary.com/image/upload/v1658235111/monday-apps-marketplace/Google%20Slides%20Embedded/Google_Slides_Embedded_-_Logo_Export.png,,,,4.1K
